id,title,content,createdAt,updatedAt,commentCount,likeCount,topics
229129602,英文每日一句0430~0622,"let your hair down 放鬆
keep cool 冷靜
on sale 特價
make the best of it 善用資源
look forward to 盼望
leave no stone unturned 不遺餘力
go down in flames 一敗塗地
give sb hell 找某人麻煩/批評某人 
check it out 查證/查看
bigger fish to fry 有更重要的事情要做
bakers dozen 13
all bark and no bite 光說不練/色厲內荏
vice versa 反之亦然
on thin ice 如履薄冰
as right as rain 完全康復
take a rain check 下次/改天
throw caution to the wind 不顧風險/魯莽行事
food for thought 引人深思(的事)
storm in a teacup 小題大作/大驚小怪
run a tight ship 牢牢控制/有效的嚴格管理
get wind of something 聽到...風聲
show off 炫耀
pick on 對某人刁難/欺負
third rail 敏感議題
drive someone up the wall 使...發瘋/使...惱怒
damp squib 令人失望的地雷(字面上的意思是濕掉的地雷)
smell fishy 感覺可疑
rock bottom 最低點
get back at sb向(某人)報復
break up 分手
beg to differ 不同意
by the way 順帶一提
count on 依靠/指望
bread and butter 謀生的職業
come across 偶然發現
warm up 熱身
chow down 開始吃
wear out 始(某人)筋疲力盡
end up 最後在...


祝你們歐趴~~
                                                by 浩

 更---------------------------------------------------

我是覺得這樣戰來戰去沒有意義，說實話資應錄取成績本來就比資管高。不然換個說法你也可以說資應只會死讀書，資管程設好棒棒(?)這樣爽了吧？

所以不要在下面戰了可以嗎？🙄🙄
要戰自己去開版慢慢玩戰，08要讀書一直煩🙄🙄",2018-06-24T10:48:18.287Z,2018-07-15T03:43:45.782Z,48,174,"['中科大', '英文']"
229128887,學校的販賣機,"賣的飲料也在時代尖端
不愧是中科
讚讚
https://i.imgur.com/4X10QPV.jpg",2018-06-24T08:19:58.585Z,2018-06-25T17:57:02.530Z,35,49,"['世足賽', '中科大']"
229128426,有哪裡在缺工作職缺的嗎,"Rt 
前幾天因某事而突然從某餐廳辭掉內場工作
想再找個服務業性質的工作
所以想問一下中科就讀ㄉ同學們
有人知道或推薦哪裡的工作職缺嗎
感謝😊",2018-06-24T06:36:30.577Z,2018-06-24T16:47:45.895Z,26,9,[]
229127659,發現老服系同學的學生證,"放在中商一樓服務台
李X嫣同學下次不要讓它躺在馬路上喔~",2018-06-24T03:56:53.023Z,2018-06-24T07:16:19.497Z,3,5,['遺失物尋獲']
229124909,一中必吃/一中最雷,"大家覺得
哪個是一中必吃 朋友來一定要推薦的呢？
哪個又是一中最雷 打死不會去吃第二次的呢？",2018-06-23T15:29:40.264Z,2018-07-19T18:01:36.708Z,110,95,[]
229124065,[已截止]填問卷抽電影票現金LINE點數卡,"【填問卷抽電影票、現金、LINE貼圖點數卡💪】
感恩各位協助目前問卷已達標，預計在七月第一週進行抽獎，請密切注意email或收集，再次感恩各位!!
大家好
目前正在進行有關於「建築對位投影的魅力因子」(台灣俗稱光雕投影)的研究問卷需要麻煩大家的幫忙填寫🙏🙏🙏
隨手填問卷，救救可憐研究生!
不得不說這份問卷會花點時間和您的耐心
但是抽獎絕對是真的!絕不是寫好玩
但在問卷蒐集結束後將從有效問卷中中抽出
1.【5名威秀影城電影票】
2. 【3名現金300元】
3. 【30名LINE點數卡】
作為回饋

感謝大家的幫忙，若有相關問卷需要填寫可在下方留言，我會認真一題一題的填寫📖，深知無效問卷及份數不夠的痛苦，也會幫忙推廣給親朋好友!在此由衷感謝各位的幫忙!🙏

祝大家世足壓的球隊都進球，期末全部順利通過~~~~",2018-06-23T13:33:55.961Z,2018-06-28T13:41:51.425Z,12,20,"['中科大', '問卷調查', '問卷抽獎', '學生', '問卷']"
229122535,健保卡遺失的請進,"剛剛在學校中間花園撿到健保卡，已送到教官室。
https://i.imgur.com/oNzMtLs.jpg",2018-06-23T09:10:16.686Z,2018-06-23T09:10:16.686Z,4,2,[]
229122339,該牽車嘍~,"https://i.imgur.com/CyCY8xC.jpg
再晚一點應該就拖吊了",2018-06-23T08:35:44.567Z,2018-06-24T17:20:58.676Z,7,24,['中科大']
229120018,#暑期租屋#便宜,"由於暑假不在台中 所以看看有沒有人需要住
（轉租已經過房東同意）
▶️地址：台中市東區自強街

▶️租金：每月$4500 包水包網路不包電 電費$5/度

▶️設備：冰箱、書桌、衣櫥、單人床、電視、電風扇、冷氣

▶️其他：浴室剛翻新，有陽台可曬衣服，無飲水機、洗衣機（樓下就有洗衣店其實還好），不可養寵物，男女皆可，房東太太人很好

▶️備註：因為是短租所以房間內還會有一些個人物品，不多但怕有人介意。
附近生活機能很好7-11美廉社家樂福走路都可以到，吃的也很多而且都不錯吃。
離學校有一點距離，建議有車的人住，沒有車騎ubike也是可以附近也有停靠站。

有任何問題都可以留言問我，如有需要會開表單

https://i.imgur.com/KAloHLw.jpg
https://i.imgur.com/Thk5cMa.jpg
https://i.imgur.com/BtQDJIT.jpg
https://i.imgur.com/cmOiQMk.jpg",2018-06-22T21:27:04.423Z,2018-06-24T07:07:49.610Z,26,10,"['租屋', '學生', '暑期']"
229119215,我的青春HEN可以 校園CEO培訓營,"https://i.imgur.com/QLRBwxP.jpg
https://i.imgur.com/WlWga0f.jpg
畢業證書只是繳費證明
代表你有交過錢
不代表有讀過書 
      --阿里巴巴創辦人 馬雲

2018 
你打算好怎麼豐富你的暑假了嗎？
一顆渴望不凡的心
兩天充實的活動
三位優秀的講師
帶你快速瞭解該具備的職場力

【活動簡介】
你對於未來覺得迷惘嗎
不曉得在學生時期該如何充實自己嗎

這次營隊將由三位優秀的講師
教你如何培養在職場上應具備的能力
透過分享及實務的互動
讓你在未來瞬息萬變的社會中佔有一席之地

【這次活動可以從中得到】
⭐️自我分析，重新認識自己
⭐️如何在校園生活中培養五大職場軟實力
⭐️平顯易懂的理財觀念，讓您理財好easy
⭐️金融人生遊戲，人生中遇到困境與風險將如何應對
⭐️各種類型職場經驗分享，快速了解職場環境
⭐️未來產業趨勢，如何面對高度變化的就業環境

只要您
📌願意學習
📌有理想與企圖心
📌樂於與人群接觸
歡迎來參加此次活動~

【時間】
8/25 9:00-21:00
8/26 9:00-17:00
共兩天培訓
（若有住宿需求將協助安排）

【地點】
卓越商務中心（台中市中區民族路23號3樓）

【對象】
各大專院校大學生（名額40名，若額滿將以20歲以上者優先）

【聯絡人】
吳孟翰  0963-247911

現在就趕緊點進報名連結
2018你的青春hen可以～
https://goo.gl/forms/QaJR1fkE3oU6nNyJ2",2018-06-22T17:22:36.729Z,2018-06-22T17:22:36.729Z,3,12,"['中科大', '學生', '活動分享']"
229119139,請節約使用衛生紙~,"請看以下圖

https://i.imgur.com/KoOJznx.png

https://i.imgur.com/q2hrlhv.png

https://i.imgur.com/WR0rdUb.png

因為身邊的人好像都不怎麼收學校的信
所以想說發在Dcard校版應該可以讓比較多人知道吧🤔🤔🤔

我是覺得啦
以前大家常常笑學校的廁所都沒有衛生紙
現在學校也真的為大家提供了衛生紙
這件事真的很好也很方便

學校都幫我們到這樣了
我們應該要去珍惜，而不是糟蹋吧！

而且事發地點在中正八樓
我覺得做這件事的應該是自己人
不會是校外人士😧
（哪個校外人士會特地到八樓上廁所……）

如果我今天是替大家爭取到這個福利的老師
看到發生這樣的事情
一定會很心寒

大家一起愛護這個學校吧！！！",2018-06-22T17:10:57.012Z,2018-06-26T18:06:29.510Z,39,282,"['中科大', '黑特', '廁所']"
229117344,請問有人在中正大樓撿到鞋子嗎,"黑白色nike&newblance（我忘記了(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)）的鞋子
後方有一塊紅色
遺失在中正大樓三樓的日文教室
牛皮紙袋裝 23.5
————————————

星期一晚上6:00-8:30（抱歉期末太忙了完全沒發現不見了(ಥ_ಥ)）
在中正大樓三樓上日文課的時候忘在教室了
當時坐在後面的位子（會帶鞋子是因為白天的有氧運動課要用）
鞋子我忘記是nike還是newbalance了
顏色是黑白色 鞋子的後面有一塊是紅色
很新 因為是為了上體育課才買的 沒有穿去室外過 尺寸是23.5
袋子是牛皮紙袋
嗚嗚 已經去辦公室跟遺失處理的那個辦公室（嗚嗚我也不知道那叫什麼(ﾉωヽ)問過了但是都沒找到˚‧º·(˚ ˃̣̣̥⌓˂̣̣̥ )‧º·˚
如果有撿到的同學拜託你在下方留言 我會帶著飲料去找你的(⸝⸝⸝ᵒ̴̶̷̥́ ⌑ ᵒ̴̶̷̣̥̀⸝⸝⸝)
https://i.imgur.com/hrocI8I.jpg",2018-06-22T13:22:07.264Z,2018-06-26T13:12:22.355Z,2,30,"['遺失物', '找物品', '求幫忙', '鞋子', '中科大']"
229116916,累積到三支大功有什麼作用？,"難道會有校長愛的擁抱乙個？😎
單純好奇，知道三支大過會被退學，但是不知道三支大功有什麼作用？
https://i.imgur.com/DSw3Qqq.jpg",2018-06-22T12:08:12.994Z,2018-06-23T10:58:50.293Z,17,22,['學生']
229116213,冷氣卡,因為我們要畢業了，不知道有沒有人需要冷氣卡,2018-06-22T10:11:33.577Z,2018-06-23T17:05:24.962Z,6,2,['中科大']
229115554,雞蛋糕,"突然很想要吃雞蛋糕
大家有推薦的嗎
目前找到魚刺人 
不知道好不好吃",2018-06-22T08:13:51.721Z,2018-06-22T08:13:51.721Z,25,11,[]
229114917,#尋 火車定期票,"今天搭來台中出站還在
要回去的時候才發現不見了QQ
雖然只剩幾天 但想到要再多花一倍錢搭車覺得心痛...
(詳細資訊可以等有留言再回覆對照/或可以直接幫我送生輔
有好心人撿到的話可以在留言告知我
感謝～～～TAT",2018-06-22T06:13:18.896Z,2018-06-22T06:28:14.934Z,0,13,[]
229114005,女孩謝謝你！,"今天11點那節下課時間
想去去ok買點東西喝，只帶了10元
拿了小罐多多，沒有標示價格
我就想說嗯這個小罐的應該10元內有找吧

結果結帳時 ㄍㄢ....11元
剛剛好差一元
旁邊的女孩就說我有1元，可以借你
我真的超級感動，這個世界真美好！

如果那個背著黑色Nike背包的女孩有看到這篇
留個言見個面換我請你喝飲料
謝謝你讓我覺得世界上有溫暖 嗚嗚",2018-06-22T03:19:54.767Z,2018-06-23T08:10:48.004Z,9,141,[]
229113976,6/12晚上11.25水利娃娃帝國,"https://www.dcard.tw/f/mood/p/229110047?ref=android
幫轉發！！
想說離我們學校很近！
請大家幫忙看看有沒有認識的面孔~~~",2018-06-22T03:14:25.896Z,2018-07-07T08:27:28.923Z,1,44,[]
229113748,中正自習室,"我們學校的學生好有同理心啊
在自習室講話粉大聲阿阿阿阿阿阿阿
你TMD當作自己家嗎
無知",2018-06-22T02:15:54.520Z,2018-06-22T02:18:31.267Z,2,13,"['中科大', '學生']"
229112621,求填寫！通識中心選課規定問卷（求大二、三、四）,"大家好，我們是多媒體大一的同學。
期末作業需要，想拜託大家幫忙填寫關於通識中心選課規範的問卷，只有4題(;o;)/麻煩各位了！

最後祝各位好心人期末歐趴！！
(=ﾟωﾟ)人(ﾟωﾟ=)
https://goo.gl/forms/BtHg9QSGUZtvlg2t2",2018-06-21T18:03:45.183Z,2018-06-21T18:03:45.183Z,4,11,"['中科大', '選課', '問卷']"
229112167,幹小強,"嗚嗚
最近住的地方
有畢業生逐漸離宿
然後 他們就過來我這了
嗚嗚
請各位有功德點
我房間已經他媽的乾淨了
不要以鄰為壑",2018-06-21T17:00:57.218Z,2018-06-22T11:49:02.427Z,8,19,"['中科大', '學生', '租屋']"
229111725,素質,"每個禮拜早掃都有驚喜
沒人教你喝不完的東西要自己處理嗎
幾歲了
直接放一天真的很棒☺️
https://i.imgur.com/9crlF5f.jpg",2018-06-21T16:10:17.482Z,2018-06-21T18:00:50.931Z,10,17,[]
229111654,尋找黑色達康眼鏡盒,"請問有誰有撿到黑色的眼鏡盒
印著DACOM  或是""達康眼鏡""的字樣之類的
裡面是金色的復古大圓框眼鏡
眼鏡布是水藍色的
失蹤地點可能是昌明樓
失蹤日期是星期二
拜託撿到的盡快回復我
謝謝各位",2018-06-21T16:02:48.552Z,2018-06-22T07:22:53.941Z,1,3,['尋物']
229110994,水利大樓,"大家有空多求平安符吧！這幾個月一中附近越來越多自殺案了，我都懷疑是不是在抓交替了😥

光是我們學校從去年到現在就1/2次了，周圍好像也有不少，真的要小心...
https://i.imgur.com/mg4JCYS.png",2018-06-21T14:50:11.000Z,2018-06-26T16:10:53.699Z,10,75,[]
229110198,出售禮券.OK.全家.墊腳石.威秀電影票,"最近版上好多人在出售禮券，我也來把手邊禮券賣掉好了(很少吃便利商店的女子)
若有違規，請先告知，感謝><

1.OK禮券$500(售$400)(期限到後年3月26日)
https://i.imgur.com/yQ2GPaF.jpg

2.全家禮券$800(售$650)(期限到明年10月23日)
https://i.imgur.com/XryaOfF.jpg

3.墊腳石禮券$300(售$250)(無使用期限)
https://i.imgur.com/2qa2L9I.jpg

4.威秀電影票$270(售$200)(期限到今年10月31日)
https://i.imgur.com/aHTMDRO.jpg",2018-06-21T13:04:53.276Z,2018-06-22T01:27:27.165Z,27,10,[]
229109920,問 KFC Pt,"請問有人在肯德基五權路打工過嗎
想知道好不好
推薦去嗎",2018-06-21T12:19:25.405Z,2018-06-21T12:19:25.405Z,7,4,"['學生', '工讀']"
229108558,圖書館不該聊天是不知道嗎？,"剛剛下午三點多在圖書館12樓聊天的人是怎樣？有夠吵欸一直聊天還笑很開心

是第一次上圖書館還是眼殘看不懂公告？
安靜一點這麼難？這麼基本的禮貌不懂？
就算是視聽中心也不該聊這麼大聲吧，旁邊還很多人在讀書欸。

我還以為在圖書館不要聊天已經是台灣學生們都懂的事了，原來還是有未開化的。

如果那些人看到了麻煩自己反省一下可以嗎？拜託進化一下吧。",2018-06-21T07:58:08.644Z,2018-06-21T16:57:50.194Z,5,47,['中科大']
229107685,中午在昌明一樓放成品的抱歉,"對不起 我顧著滑手機 沒看到你的作品放在地上 
我又以為我踢到的只是普通箱子
然後當時真的太尷尬了 我就自己先跑了 
並沒有把你的作品恢復原狀 真的超級抱歉 
我又回去找你 但作品不見了 我真的超級抱歉 
我知道抱歉沒有用 因為是你辛苦做的心血 
看你要怎麼處理 我不確定有沒有損壞 
希望你可以看到這篇文 非常的抱歉",2018-06-21T04:50:22.465Z,2018-06-21T05:09:12.914Z,25,74,[]
229107603,商二2 遺失物,"https://i.imgur.com/I2mqa85.jpg

同學你的照片放在教室忘記拿了喔！
6604教室",2018-06-21T04:34:12.625Z,2018-06-21T04:34:12.625Z,0,2,[]
229107482,學生證掉囉~,"同學妳掉在女宿外面的椅子
幫你放到生輔組囉～https://i.imgur.com/nuTMM0K.jpg",2018-06-21T04:04:37.237Z,2018-06-21T04:56:42.293Z,1,4,['學生證']
229107394,請問各位大哥大姐,"有推薦哪位微積分老師比較好過的嗎
並且是三學分的微積分",2018-06-21T03:41:16.696Z,2018-06-21T03:41:16.696Z,24,4,"['中科大', '學生', '選課']"
229107149,問 經濟學老師,"請問各位知不知道哪位經濟學老師比較好過？
邱泰穎
王親仁
張李淑容
黃心怡
王春熙
李家慶
張瀞云
吳明哲
葉影棉",2018-06-21T02:48:20.818Z,2018-06-21T02:48:20.818Z,36,11,"['中科大', '選課']"
229107026,尋雨傘 #中商大樓,"昨天760*上完課後去了左邊的廁所 第五間 掛著藍色有點點跟蝴蝶結的花紋雨傘 把手上有陳*靜的姓名貼 

今天親自去看已經不在了 請有看到或有拿到定點的同學留個言🙏🙏

感謝大家",2018-06-21T02:19:40.646Z,2018-06-21T07:06:48.865Z,0,2,['尋物']
229106962,大二英文,"聽說民生校區的科系不管有沒有過多益門檻都不用修大二英文 是真的嗎
聽朋友說的 覺得有點扯哈哈哈",2018-06-21T01:57:26.283Z,2018-06-21T11:18:15.619Z,20,8,[]
229106578,幫幫忙,"https://i.imgur.com/HKJ0k81.png
https://i.imgur.com/ZiUEwe4.png
https://i.imgur.com/tAIND7s.png",2018-06-20T21:47:51.557Z,2018-06-22T08:03:58.251Z,1,16,"['中科大', '學生', '尋物']"
229105819,#請問 推薦牙齒矯正,"請問各位有戴牙套的帥哥美女們，
有沒有學校附近好的牙齒矯正診所可以推薦一下的呀~~
希望是價格公正，醫生人又好的😉😉",2018-06-20T17:11:28.452Z,2018-06-21T11:08:55.234Z,4,3,[]
229105464,爬蟲寵物寄養！（內有驚悚畫面！請斟酌觀看！）,"尋找寵物寄養家庭😏😏（內有驚悚畫面 請斟酌觀看
https://www.dcard.tw/f/nutc/p/226408521?ref=ios
去年這時候也有在中科版發過文⬆️⬆️⬆️
—————————————————————


今年暑假一樣要出國兩個月，當然還是希望以同校有相同興趣的同學可以相互交流認識，今年要寄養的寵物不太一樣～ 是蛇🐍！！！ 沒錯你沒看錯～接受程度可能沒那麼大，但還是希望有經驗的爬友或想試著養看看的同學可以幫忙照顧小弟家可愛的小寵物👏  牠叫七百，是可以上手玩的喔，只是有點過動會亂爬，養了近一年，還沒有被咬的黑暗紀錄 非常乖🎉🎉 
*當然食物的費用由我支付啦☺️*
以下附上照片





這是8個月前的牠
https://i.imgur.com/1tIQ31N.jpg


被朋友當皮帶玩😂😂
https://i.imgur.com/Raj2q6Z.jpg


現在的家🏠。正在洗澡被看光很害羞😏
https://i.imgur.com/C2nx9Yx.jpg


再來分享一下小弟養的其他可愛的小寵物❤️

https://i.imgur.com/2yET4MY.jpg


https://i.imgur.com/p9zlKbf.jpg
https://i.imgur.com/l12oUDK.jpg
https://i.imgur.com/H7oFfgU.jpg
  
最後還是希望 我家的蛇🐍 七百能找到溫暖的寄養家庭🙇🙇🙇",2018-06-20T16:10:18.728Z,2018-06-22T03:58:31.589Z,21,64,[]
229102977,暑修老師,"請問要去哪裡看暑修的老師名單?
因為有事想先跟老師說一下
謝謝🙏",2018-06-20T09:38:46.193Z,2018-06-24T16:49:56.005Z,3,1,['暑修']
229102716,五週缺曠算扣考嗎#更,"請問一下
我之前六周缺曠（有請假的）
系統顯示扣考
後來我找老師消掉一週的缺曠了
上面顯示五週
可是最右邊還是顯示扣考
不是六週才扣考嗎
怎麼五週還是顯示扣考
還不到1/3
還是要從教師專區系統改掉才行？
如果不是這樣要去生輔組反應嗎
還是只是系統問題不用理他？
拜託各位了
明天是我最後一天更改缺曠的時間了

謝謝各位


#更在 B15",2018-06-20T08:47:40.793Z,2018-06-22T12:24:15.273Z,16,6,"['學分', '中科大']"
229102539,關於魏毓瑛老師,"暑修英文的老師是魏毓瑛老師
請問她好過嗎？上課方式怎麼樣？
人好嗎？
謝謝大家🙏",2018-06-20T08:14:19.099Z,2018-06-20T10:52:01.597Z,9,6,[]
229102095,我的傘傘,"還記得十年前的今天也是下著大雨，年幼的我躲在店家的屋簷下等著阿公，爺孫倆就這樣在雨中嘻嘻哈哈地回家。

五年前的今天，阿公老了，行動再也不如從前，這次換我為他撐傘。

兩年前的今天，我撐著傘獨自在雨中行走，但我已經無法再為我的阿公撐傘了......

今天也是雨天，我的傘與我在圖書館離別。我淋著雨，沒人為我撐傘，我也無法再為任何人撐傘了。

以上都是我夢到的別當真

有同學在9點～12點圖書館門口外不小心拿錯傘（黑色的自動傘）嗎？我好想我的傘😢",2018-06-20T06:41:48.899Z,2018-06-21T13:06:37.813Z,4,31,"['尋物', '中科大']"
229102094,#徵 短期租屋,"板上看到一堆都是限女性的租屋😢
 
有沒有人有短期可給男性的呢？

感激不盡",2018-06-20T06:41:47.112Z,2018-06-20T08:01:00.829Z,6,1,['租屋']
229102012,值得一聽的講座,"這幾天在網路上看到下禮拜學校裡面有舉辦這場講座
http://i.imgur.com/f8lwSZh.jpg
講師可能大家沒聽過
但其實是常常上電視的老師
小弟有再研究程式交易所以看過他的書也去外面聽過他的課
超驚訝他這次會在我們學校舉辦講座！
對投資有興趣的人一定要去聽聽看
保證值回票價拉！(雖然是免費哈哈)

下面是網路報名的連結分享給大家囉
https://programtrading0626.weebly.com/",2018-06-20T06:22:46.940Z,2018-06-21T01:52:14.131Z,7,7,"['中科大', '投資', '課程', '老師']"
229101911,請問日文系的同學,"今天在中正6樓蹲廁所 看到門上的勵志小語
https://i.imgur.com/Zndi8TG.jpg
不過Na 前面竟然多一個“的“😂 
應該是多打一個字對吧😕
若有錯還請指正🙇",2018-06-20T06:02:30.021Z,2018-06-22T11:12:02.086Z,7,11,"['中科大', '日文']"
229101765,撿到遺失的學生證！,"我朋友撿到這個學生證
我們會在6/20 下午3.30左右送去生輔組
請這位同學有看到的話趕快去領
如果有人認識她也請通知他
感謝各位的幫忙！
https://i.imgur.com/0TsOvqu.jpg",2018-06-20T05:37:44.030Z,2018-06-20T05:37:44.030Z,2,1,"['中科大', '學生證', '失物招領', '遺失物尋獲', '五專']"
229101187,售OK禮卷,"安安大家好
這裡有OK禮卷500 售價400https://i.imgur.com/bylsvUE.jpg
意者請留言",2018-06-20T03:38:42.074Z,2018-06-20T03:38:42.074Z,10,2,[]
229100765,失物招領（悠遊卡）,9:10在漢英4樓撿到一張悠遊卡~https://i.imgur.com/zH6GqrH.jpg,2018-06-20T01:47:25.895Z,2018-06-20T01:47:25.895Z,5,3,[]
229100513,畢業典禮之失物招領,"大家好，小弟我是失物招領承辦人員，小弟我在畢業典禮會場清理的時候發現以下這些東西
http://i.imgur.com/DiXfONr.jpg
雨傘X3、皮鞋一雙、牛仔外套一件、桃紅色外套一件、藍色水壺X1、某某班級的自製的畢冊以及畢業大合照，當天有丟掉東西的學生，請來生輔組認領。",2018-06-20T00:40:17.989Z,2018-06-20T15:51:40.318Z,0,13,"['中科大', '學生', '尋物', '失物招領']"
229100488,想回到過去,"畢了業才覺得真的來不及了

為了每天通車
沒時間玩社團交朋友
為了談戀愛
捨棄了跟朋友相處的時間
為了打工存錢
甚至連最最最喜歡的系籃
我也沒多餘的時間去練習

到最後連書也沒讀好
到底渾渾噩噩的在做些什麼呢？

只要想到那些後悔莫及的事
烏雲又會籠罩著我
讓我忍不住懊悔的淚水

好想回到過去
當個單純的學生
不談浪費時間的戀愛
不缺席每個活動
在運動會上賣力衝刺
在關鍵時刻投進那顆三分球
在民歌比賽和同學合唱一曲
在社團裡結交到不同科系的朋友
更想要當個大家都認識都喜歡的人
凝聚班上的感情為彼此加油打氣
把時間全部留給自己想要去做的事情
最後不帶任何一絲遺憾把學士帽拋向天空

看到這篇文章的你
不要重蹈我的覆轍
我沒有勇氣沒有能力
只有一而再的懦弱和藉口
阻擋了自己想前進的路
我已經來不及了
但你還有希望
千萬不要放棄自我
勇敢的在學生生涯裡揮灑你的汗水
別讓青春留白！",2018-06-20T00:26:51.713Z,2018-06-21T04:19:09.264Z,20,140,['中科大']
