id,title,content,createdAt,updatedAt,commentCount,likeCount,topics
231863852,問課 人身保險,"想問一下有人修過  人身保險   楊雅芳 老師的課嗎~
因為之前課表還沒出來的時候是未定剛剛去查是這位老師
本身是外系的所以不太了解  想問一下老師評價  謝謝",2019-08-15T05:59:09.112Z,2019-08-15T05:59:09.112Z,3,3,"['中科大', '選課']"
231861578,一中world gym轉讓！,"因為身體狀況關係所以沒有辦法頻繁的去健身房。
一個月$988，剩兩年多的合約。",2019-08-14T17:40:18.913Z,2019-08-14T17:40:18.913Z,20,12,"['健身房', 'Worldgym', '健身', '減肥']"
231861177,#通識 全民國防(三) 林進士教官,"想請問有同學修過這位教官的課嗎？

求上課模式、評分標準、考試方式

另外有人也是修這學期星期一3、4節的國防嗎？

本來課表剛出看是瞿韻華教官的課

今天看變成林進士教官了🤔

謝謝各位同學",2019-08-14T16:46:50.397Z,2019-08-14T16:46:50.397Z,10,7,"['中科大', '通識']"
231859983,#課程  詢問  李本育  金屬工藝,"請問有同學修過這位老師的課嗎

詢問一下他的上課及考試方式

（還有為人怎麼樣呢？

謝謝❤",2019-08-14T14:18:57.892Z,2019-08-14T14:19:51.908Z,14,9,"['中科大', '選課']"
231858255,高球,"新生問
學校有會打高爾夫的嗎 能閒閒跟我一起去練習場走跳
甚至下場的 （小弟非台中人 ㄗㄥ咖來的）
註：”籃球校隊”的 別來留言
感謝🙏 
https://i.imgur.com/gGm6zkx.jpg",2019-08-14T09:50:36.697Z,2019-08-14T10:37:10.099Z,21,10,"['中科大', '學生', '體育', '高爾夫球', '高爾夫']"
231858200,徵室友（限女,"地點：力行國小附近
房租：11000
房間：兩房兩廳兩衛
台水台電",2019-08-14T09:41:53.010Z,2019-08-14T09:41:53.010Z,9,7,"['中科大', '租屋', '室友']"
231857130,冷氣卡退$,"嗨  大家下午好
想請問大家，有去事務組辦過冷氣卡退費嗎?
今天早上去辦退費，辦公室人員說，要等一段時間才會匯款到帳戶
有人知道大概會等多久嗎?求解",2019-08-14T06:31:42.482Z,2019-08-14T06:31:42.482Z,3,8,[]
231856402,哈囉？7403是遊民過境嗎,"https://i.imgur.com/E1tNMG4.jpg
https://i.imgur.com/eH5Wnn7.jpg
早上一開門兩個人躺在後面椅子
撲鼻而來的臭味
一開燈一個油頭男子瞬間驚醒
桌上都是垃圾
走掉垃圾也都不清
真把學校當自己家啊！",2019-08-14T04:20:37.521Z,2019-08-14T04:20:37.521Z,14,88,['中科大']
231853328,錦新街巷子便宜雅房（限女,"在錦新街90巷玉如阿姨那邊有個巷子
靠近益民商圈，但不是在商圈內
有在出租雅房，套房應該是沒有了
價位都很便宜3900-3000都有
3900的有個大窗戶
設備：衣架2個、書桌2個、椅子、檯燈、床板、冷氣
公共設施：洗衣機、冰箱、全身鏡、流理台、浴室（馬桶跟淋浴分開有隔間）
還有曬衣服的地方
再來就3600、3000左右
比較便宜的坪數可能就比較小了
我覺得CP值很高
房東先生人很好很友善
有興趣的同學地下留言+1吧
滿20人我再開表單
圖片就不太方便直接放上來了",2019-08-13T14:52:10.598Z,2019-08-13T14:53:33.831Z,9,18,"['租屋', '學生']"
231853101,捐血活動,"❤️捐血傳愛，讓我們挽起袖子做公益，一起來捐血吧!!
台中市中區獅子會 舉辦熱血公益，捐血接力活動，歡迎大家共襄盛舉。

時間：108年09月19日星期四，AM9:00~PM17:00 

地點：中正公園捐血室
地址：臺中市北區學士路91號正對面(中國醫藥大學附設醫院復健大樓正對面)
電話：(04)22364473

捐血有好康，贈品大方送，有九號碼頭餐券、精裝米、小魚干辣椒醬、隨身杯袋、2入點心碗組、里長冰淬茶及茶葉蛋..等等持續增加中)",2019-08-13T14:20:59.984Z,2019-08-13T14:20:59.984Z,4,27,['捐血']
231852392,#二技 國貿課程,"請問一年級的課真的這麼滿嗎？
請問一年級就要做專題了嗎？
https://i.imgur.com/kxSurVM.jpg",2019-08-13T12:20:30.838Z,2019-08-13T12:20:30.838Z,13,4,"['中科大', '國貿系']"
231852327,選校問題,"想請問中科跟逢甲選擇哪間比較好呢？
一樣都是商科
蠻多人都推逢甲
但我覺得中科應該也不差吧？
還有以學歷來看 中科真的比較吃香嗎
想聽聽大家的看法",2019-08-13T12:09:29.194Z,2019-08-13T12:13:56.267Z,28,14,[]
231851513,進專,"請問我們學校的進專好錄取嗎?
是看在校成績申請
錄取律大概幾%呢?或是成績大概要在哪",2019-08-13T09:58:49.436Z,2019-08-13T09:58:49.436Z,2,1,['中科大']
231850508,新生群組,"想問各位學長姊
中科大有新生群組嗎～
因為看到好多學校都有新生群
還是其實已經開始了 總感覺身旁其他學校的都有了自己沒有好像有點茫然ಠ_ಠ",2019-08-13T06:47:04.356Z,2019-08-13T06:47:04.356Z,27,31,"['中科大', '新生']"
